AYear	Semester	Marker	CourseCode	ExamCategory	ExamDate	ExamSitting	Recorder	RecordDate	RegNo	ExamScore	Checked	Status	Count	Comment																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/074	66	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/075	75	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/077	72	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/078	62	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/079	70	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/080	69	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/081	65	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/082	70	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/083	64	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/084	64	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/085	65	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/086	64	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/087	66	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/088	64	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/089	64	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/090	69	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/091	63	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/092	65	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/093	68	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/094	65	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/095	67	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	0210/54/BScN	66	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/097	63	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/098	72	1	1	0	.																
2008	Semester I	1	NSC 201	8	2008-12-05	1	zalongwa	2009-07-28	KCN/BScN/07/099	62	1	1	0	.																
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
